"","pre","Year","Month","lon","lat"
"244",265.600006103516,2011,"April",109.01,-7.74
"245",245.199996948242,2011,"May",109.01,-7.74
"246",84.2000045776367,2011,"June",109.01,-7.74
"247",79.0999984741211,2011,"July",109.01,-7.74
"248",0.400000005960464,2011,"August",109.01,-7.74
"249",40,2011,"September",109.01,-7.74
"250",191.100006103516,2011,"October",109.01,-7.74
"251",550.5,2011,"November",109.01,-7.74
"252",324.399993896484,2011,"December",109.01,-7.74
"253",289.399993896484,2012,"January",109.01,-7.74
"254",198.900009155273,2012,"February",109.01,-7.74
"255",269.100006103516,2012,"March",109.01,-7.74
"256",255.699996948242,2012,"April",109.01,-7.74
"257",129.900009155273,2012,"May",109.01,-7.74
"258",86.7000045776367,2012,"June",109.01,-7.74
"259",7.5,2012,"July",109.01,-7.74
"260",4.30000019073486,2012,"August",109.01,-7.74
"261",1.5,2012,"September",109.01,-7.74
"262",160.300003051758,2012,"October",109.01,-7.74
"263",564.200012207031,2012,"November",109.01,-7.74
"264",532,2012,"December",109.01,-7.74
"265",244.5,2013,"January",109.01,-7.74
"266",292.600006103516,2013,"February",109.01,-7.74
"267",282.399993896484,2013,"March",109.01,-7.74
"268",164.5,2013,"April",109.01,-7.74
"269",232.300003051758,2013,"May",109.01,-7.74
"270",256.399993896484,2013,"June",109.01,-7.74
"271",416.300018310547,2013,"July",109.01,-7.74
"272",102,2013,"August",109.01,-7.74
"273",122,2013,"September",109.01,-7.74
"274",124.200004577637,2013,"October",109.01,-7.74
"275",263.100006103516,2013,"November",109.01,-7.74
"276",277.300018310547,2013,"December",109.01,-7.74
"277",298.600006103516,2014,"January",109.01,-7.74
"278",228.100006103516,2014,"February",109.01,-7.74
"279",127.900001525879,2014,"March",109.01,-7.74
"280",258.899993896484,2014,"April",109.01,-7.74
"281",178.300003051758,2014,"May",109.01,-7.74
"282",186.800003051758,2014,"June",109.01,-7.74
"283",236.5,2014,"July",109.01,-7.74
"284",40.7999992370605,2014,"August",109.01,-7.74
"285",19,2014,"September",109.01,-7.74
"286",66.4000015258789,2014,"October",109.01,-7.74
"287",386.800018310547,2014,"November",109.01,-7.74
"288",381.399993896484,2014,"December",109.01,-7.74
"289",258.5,2015,"January",109.01,-7.74
"290",266.100006103516,2015,"February",109.01,-7.74
"291",285,2015,"March",109.01,-7.74
"292",248.199996948242,2015,"April",109.01,-7.74
"293",141.800003051758,2015,"May",109.01,-7.74
"294",13,2015,"June",109.01,-7.74
"295",16.7000007629395,2015,"July",109.01,-7.74
"296",36.5,2015,"August",109.01,-7.74
"297",0.800000011920929,2015,"September",109.01,-7.74
"298",15.4000005722046,2015,"October",109.01,-7.74
"299",257.200012207031,2015,"November",109.01,-7.74
"300",283.899993896484,2015,"December",109.01,-7.74
"301",181.400009155273,2016,"January",109.01,-7.74
"302",329.399993896484,2016,"February",109.01,-7.74
"303",182.400009155273,2016,"March",109.01,-7.74
"304",216.300003051758,2016,"April",109.01,-7.74
"305",220.199996948242,2016,"May",109.01,-7.74
"306",246.400009155273,2016,"June",109.01,-7.74
"307",181.600006103516,2016,"July",109.01,-7.74
"308",213.600006103516,2016,"August",109.01,-7.74
"309",390.300018310547,2016,"September",109.01,-7.74
"310",932.200012207031,2016,"October",109.01,-7.74
"311",475.700012207031,2016,"November",109.01,-7.74
"312",330.399993896484,2016,"December",109.01,-7.74
"313",306.600006103516,2017,"January",109.01,-7.74
"314",254,2017,"February",109.01,-7.74
"315",247.400009155273,2017,"March",109.01,-7.74
"316",250.100006103516,2017,"April",109.01,-7.74
"317",154.699996948242,2017,"May",109.01,-7.74
"318",230.300003051758,2017,"June",109.01,-7.74
"319",66.9000015258789,2017,"July",109.01,-7.74
"320",27.6000003814697,2017,"August",109.01,-7.74
"321",119.400001525879,2017,"September",109.01,-7.74
"322",588.400024414062,2017,"October",109.01,-7.74
"323",576.100036621094,2017,"November",109.01,-7.74
"324",273.700012207031,2017,"December",109.01,-7.74
